BowlerName,RightHandedBat,Nationality,TeamCode,TeamName,Matches,CompetitionID,Innings,TeamID,BowlerID,LegalBallsBowled,TotalRunsConceded,DotBallsBowled,DotBallPercent,ScoringBallsBowled,BowlingAverage,StrikeRate,BowlingSR,BoundaryPercentage,BoundaryFrequency,EconomyRate,OversBowled,Ones,Twos,Threes,Fours,Sixes,Wides,NoBalls,Byes,LegBye,Wickets,InningsWickets,MatchRuns,MatchWickets,BBIW,BBMW,Maidens,MaidenWickets,FourWickets,FiveWickets,TenWickets,Hattricks,Year,InningsRuns,ClientPlayerID
Mohit Sharma,1.0,Indian,GT,Gujarat Titans,12,148.0,11,35.0,2019-100mb00000000100-f196053e43f611,234.0,425,55,23.5,190.0,32.69,18.0,18.0,62.11,4.25,10.89,39.0,100.0,25.0,0.0,33,22,10.0,1.0,0.0,3.0,13,3.0,25.0,3.0,25/3,25/3,0,0.0,0,0,0.0,,2024,25.0,1107.0
Axar Patel,0.0,Indian,DC,Delhi Capitals,14,148.0,14,14.0,2019-100mb00000000110-79ae08f5449411,264.0,337,80,30.3,185.0,30.63,24.0,24.0,50.44,7.54,7.65,44.0,133.0,15.0,1.0,20,15,1.0,0.0,0.0,3.0,11,2.0,25.0,2.0,25/2,25/2,0,0.0,0,0,0.0,,2024,25.0,1113.0
Kagiso Rabada,0.0,Overseas,PBKS,Punjab Kings,11,148.0,11,15.0,2019-100mb00000000116-dbd48930449611,252.0,372,101,40.07,161.0,33.81,22.9,22.9,69.35,4.42,8.85,42.0,81.0,14.0,1.0,42,15,10.0,0.0,0.0,14.0,11,2.0,18.0,2.0,18/2,18/2,0,0.0,0,0,0.0,,2024,18.0,1664.0
Vaibhav Arora,1.0,Indian,KKR,Kolkata Knight Riders,10,148.0,10,16.0,2021-100mb00000000583-8f4c0c4491dd11,180.0,276,79,43.88,121.0,25.09,16.36,16.36,68.11,4.39,9.2,30.0,53.0,9.0,0.0,29,12,15.0,6.0,4.0,4.0,11,3.0,27.0,3.0,27/3,27/3,0,0.0,0,0,0.0,,2024,27.0,14859.0
Bhuvneshwar Kumar,1.0,Indian,SRH,Sunrisers Hyderabad,16,148.0,16,20.0,2018-100mb00000000015-3501d442e99c11,342.0,533,136,39.76,221.0,48.45,31.09,31.09,73.17,3.93,9.35,57.0,104.0,20.0,0.0,66,21,14.0,1.0,4.0,18.0,11,3.0,41.0,3.0,41/3,41/3,2,0.0,0,0,0.0,,2024,41.0,116.0
Hardik Pandya,1.0,Indian,MI,Mumbai Indians,14,148.0,12,17.0,2018-100mb00000000054-e3ebefa2050a11,216.0,387,65,30.09,161.0,35.18,19.63,19.63,65.63,4.07,10.75,36.0,76.0,21.0,0.0,32,21,10.0,0.0,0.0,2.0,11,3.0,31.0,3.0,31/3,31/3,0,0.0,0,0,0.0,,2024,31.0,2740.0
Yash Thakur,1.0,Indian,LSG,Lucknow Super Giants,10,148.0,10,77.0,2022-100mb00000001550-b8b1d54854ee11,213.0,402,68,31.92,157.0,36.54,19.36,19.36,71.14,3.55,11.32,35.3,67.0,17.0,1.0,37,23,11.0,1.0,0.0,3.0,11,5.0,30.0,5.0,30/5,30/5,1,1.0,0,1,0.0,,2024,30.0,5624.0
Rashid Khan,1.0,Overseas,GT,Gujarat Titans,12,148.0,12,35.0,2019-100mb00000000218-42d9d6f544bf11,262.0,367,84,32.06,178.0,36.7,26.2,26.2,56.67,6.23,8.4,43.4,113.0,23.0,0.0,22,20,0.0,0.0,0.0,5.0,10,2.0,38.0,2.0,38/2,38/2,0,0.0,0,0,0.0,,2024,38.0,2885.0
Cameron Green,1.0,Overseas,RCB,Royal Challengers Bengaluru,13,148.0,13,19.0,2020-100mb00000000550-247665a42ff311,211.0,303,72,34.12,151.0,30.3,21.1,21.1,58.74,5.41,8.61,35.1,88.0,11.0,1.0,28,11,12.0,0.0,0.0,2.0,10,2.0,12.0,2.0,12/2,12/2,0,0.0,0,0,0.0,,2024,12.0,5602.0
Ravi Bishnoi,1.0,Indian,LSG,Lucknow Super Giants,14,148.0,14,77.0,2020-100mb00000000520-c2b1e0df638711,262.0,383,89,33.96,181.0,38.3,26.2,26.2,61.61,5.34,8.77,43.4,109.0,15.0,0.0,29,20,8.0,0.0,0.0,1.0,10,2.0,25.0,2.0,25/2,25/2,0,0.0,0,0,0.0,,2024,25.0,19351.0
Rahul Chahar,1.0,Indian,PBKS,Punjab Kings,9,148.0,9,15.0,2019-100mb00000000171-b2aa538f44ae11,186.0,279,56,30.1,133.0,27.9,18.6,18.6,60.21,5.63,9.0,31.0,89.0,8.0,1.0,15,18,2.0,1.0,0.0,1.0,10,3.0,23.0,3.0,23/3,23/3,0,0.0,0,0,0.0,,2024,23.0,3763.0
Ishant Sharma,1.0,Indian,DC,Delhi Capitals,9,148.0,9,14.0,2018-100mb00000000050-4663b710f88b11,162.0,265,63,38.88,119.0,26.5,16.2,16.2,65.66,4.15,9.81,27.0,53.0,9.0,0.0,30,9,19.0,1.0,0.0,1.0,10,3.0,34.0,3.0,34/3,34/3,0,0.0,0,0,0.0,,2024,34.0,38.0
Mohsin Khan,0.0,Indian,LSG,Lucknow Super Giants,9,148.0,10,77.0,2020-100mb00000000541-c84d8371639b11,228.0,385,82,35.96,155.0,38.5,22.8,22.8,71.16,4.0,10.13,38.0,78.0,10.0,1.0,34,23,9.0,0.0,0.0,0.0,10,2.0,29.0,2.0,29/2,29/2,0,0.0,0,0,0.0,,2024,29.0,4952.0
Ravichandran Ashwin,1.0,Indian,RR,Rajasthan Royals,15,148.0,14,18.0,2018-100mb00000000045-f658f1b6f88a11,330.0,467,89,26.96,257.0,51.88,36.66,36.66,47.53,7.17,8.49,55.0,167.0,31.0,0.0,27,19,16.0,0.0,0.0,2.0,9,3.0,24.0,3.0,24/3,24/3,0,0.0,0,0,0.0,,2024,24.0,8.0
Lockie Ferguson,1.0,Overseas,RCB,Royal Challengers Bengaluru,7,148.0,7,19.0,2019-100mb00000000069-7aeb5c411e3711,144.0,255,43,29.86,104.0,28.33,16.0,16.0,69.8,3.89,10.62,24.0,57.0,7.0,1.0,22,15,0.0,3.0,0.0,5.0,9,2.0,23.0,2.0,23/2,23/2,0,0.0,0,0,0.0,,2024,23.0,3729.0
Rasikh Salam,1.0,Indian,DC,Delhi Capitals,8,148.0,8,14.0,2019-100mb00000000172-1befbbeb44af11,147.0,269,42,28.57,114.0,29.88,16.33,16.33,66.91,4.08,10.97,24.3,59.0,9.0,1.0,18,18,9.0,0.0,1.0,1.0,9,3.0,34.0,3.0,34/3,34/3,0,0.0,0,0,0.0,,2024,34.0,20577.0
Ravindra Jadeja,0.0,Indian,CSK,Chennai Super Kings,14,148.0,14,13.0,2018-100mb00000000046-06b5ba89f88b11,282.0,369,75,26.59,210.0,46.12,35.25,35.25,44.98,8.05,7.85,47.0,150.0,22.0,0.0,22,13,2.0,1.0,1.0,1.0,8,3.0,18.0,3.0,18/3,18/3,0,0.0,0,0,0.0,,2024,18.0,9.0
Noor Ahmad,1.0,Overseas,GT,Gujarat Titans,10,148.0,10,35.0,2022-100mb00000000975-56f6385ba44611,209.0,290,75,35.88,139.0,36.25,26.12,26.12,59.31,5.8,8.32,34.5,85.0,13.0,0.0,22,14,5.0,0.0,4.0,3.0,8,2.0,20.0,2.0,20/2,20/2,0,0.0,0,0,0.0,,2024,20.0,20590.0
Nuwan Thushara,1.0,Overseas,MI,Mumbai Indians,7,148.0,7,17.0,2022-100mb00000000813-41cd35e9762011,156.0,257,51,32.69,121.0,32.12,19.5,19.5,62.25,4.45,9.88,26.0,64.0,6.0,1.0,25,10,14.0,2.0,0.0,2.0,8,3.0,28.0,3.0,28/3,28/3,0,0.0,0,0,0.0,,2024,28.0,20700.0
Umesh Yadav,1.0,Indian,GT,Gujarat Titans,7,148.0,7,35.0,2018-100mb00000000021-a294dad8e99c11,126.0,210,56,44.44,73.0,26.25,15.75,15.75,77.14,3.5,10.0,21.0,27.0,5.0,1.0,27,9,3.0,0.0,0.0,1.0,8,2.0,22.0,2.0,22/2,22/2,0,0.0,0,0,0.0,,2024,22.0,59.0
Jaydev Unadkat,1.0,Indian,SRH,Sunrisers Hyderabad,11,148.0,11,20.0,2019-100mb00000000180-1352e0b244b611,187.0,319,44,23.52,156.0,39.87,23.37,23.37,56.42,5.05,10.23,31.1,86.0,20.0,0.0,21,16,13.0,0.0,0.0,2.0,8,3.0,30.0,3.0,30/3,30/3,0,0.0,0,0,0.0,,2024,30.0,86.0
Mayank Markande,1.0,Indian,SRH,Sunrisers Hyderabad,7,148.0,7,20.0,2019-100mb00000000087-98d4e401342511,132.0,259,29,21.96,113.0,32.37,16.5,16.5,65.63,4.25,11.77,22.0,67.0,6.0,0.0,8,23,9.0,1.0,0.0,0.0,8,2.0,26.0,2.0,26/2,26/2,0,0.0,0,0,0.0,,2024,26.0,4951.0
Mayank Yadav,1.0,Indian,LSG,Lucknow Super Giants,4,148.0,4,77.0,2022-100mb00000000987-e0fbfce6a44911,73.0,85,42,57.53,34.0,12.14,10.42,10.42,72.94,5.21,6.98,12.1,16.0,2.0,0.0,11,3,2.0,1.0,0.0,3.0,7,3.0,14.0,3.0,14/3,14/3,0,0.0,0,0,0.0,,2024,14.0,20585.0
Harpreet Brar,0.0,Indian,PBKS,Punjab Kings,13,148.0,13,15.0,2019-100mb00000000130-89338eb7449a11,228.0,303,74,32.45,156.0,43.28,32.57,32.57,50.82,7.12,7.97,38.0,100.0,22.0,1.0,19,13,2.0,0.0,1.0,5.0,7,2.0,13.0,2.0,13/2,13/2,0,0.0,0,0,0.0,,2024,13.0,5441.0
Nandre Burger,0.0,Overseas,RR,Rajasthan Royals,6,148.0,5,18.0,2023-100mb00000002806-75b62b2495ca11,102.0,145,50,49.01,55.0,20.71,14.57,14.57,78.62,4.08,8.52,17.0,26.0,3.0,0.0,18,7,3.0,0.0,0.0,7.0,7,2.0,29.0,2.0,29/2,29/2,0,0.0,0,0,0.0,,2024,29.0,20716.0
Sai Kishore,0.0,Indian,GT,Gujarat Titans,5,148.0,5,35.0,2020-100mb00000000544-980117aa639c11,90.0,137,30,33.33,63.0,19.57,12.85,12.85,58.39,6.0,9.13,15.0,38.0,6.0,0.0,5,10,3.0,0.0,0.0,0.0,7,4.0,33.0,4.0,33/4,33/4,0,0.0,1,0,0.0,,2024,33.0,7123.0
Shahbaz Ahmed,0.0,Indian,SRH,Sunrisers Hyderabad,16,148.0,15,20.0,2020-100mb00000000523-53bc4c09638b11,165.0,270,52,31.51,114.0,38.57,23.57,23.57,68.14,4.34,9.81,27.3,66.0,10.0,1.0,22,16,0.0,1.0,5.0,2.0,7,3.0,23.0,3.0,23/3,23/3,0,0.0,0,0,0.0,,2024,23.0,13803.0
Karn Sharma,0.0,Indian,RCB,Royal Challengers Bengaluru,9,148.0,9,19.0,2019-100mb00000000098-7a8c366b43f611,144.0,254,41,28.47,108.0,36.28,20.57,20.57,68.5,4.11,10.58,24.0,61.0,7.0,0.0,18,17,5.0,0.0,1.0,1.0,7,2.0,29.0,2.0,29/2,29/2,0,0.0,0,0,0.0,,2024,29.0,1118.0
Anrich Nortje,1.0,Overseas,DC,Delhi Capitals,6,148.0,6,14.0,2019-100mb00000000142-040303a144a811,132.0,294,40,30.3,100.0,42.0,18.85,18.85,78.91,2.8,13.36,22.0,38.0,8.0,0.0,25,22,7.0,1.0,1.0,3.0,7,3.0,59.0,3.0,59/3,59/3,0,0.0,0,0,0.0,,2024,59.0,5433.0
Krunal Pandya,0.0,Indian,LSG,Lucknow Super Giants,14,148.0,12,77.0,2018-100mb00000000017-5e389774e99c11,198.0,255,58,29.29,147.0,42.5,33.0,33.0,47.84,7.61,7.72,33.0,106.0,10.0,0.0,17,9,7.0,0.0,0.0,3.0,6,3.0,11.0,3.0,11/3,11/3,0,0.0,0,0,0.0,,2024,11.0,3183.0
Glenn Maxwell,1.0,Overseas,RCB,Royal Challengers Bengaluru,10,148.0,6,19.0,2018-100mb00000000028-acc7d0a3e99d11,96.0,129,34,35.41,64.0,21.5,16.0,16.0,58.91,6.4,8.06,16.0,45.0,3.0,0.0,7,8,2.0,0.0,0.0,0.0,6,2.0,23.0,2.0,23/2,23/2,0,0.0,0,0,0.0,,2024,23.0,282.0
Swapnil Singh,1.0,Indian,RCB,Royal Challengers Bengaluru,7,148.0,7,19.0,2022-100mb00000001483-5afb915c543411,90.0,133,27,30.0,65.0,22.16,15.0,15.0,60.15,5.29,8.86,15.0,43.0,4.0,0.0,11,6,1.0,1.0,0.0,0.0,6,2.0,28.0,2.0,28/2,28/2,0,0.0,0,0,0.0,,2024,28.0,3180.0
Kuldeep Sen,1.0,Indian,RR,Rajasthan Royals,3,148.0,3,18.0,2022-100mb00000001005-56564f7fa44f11,72.0,122,24,33.33,55.0,20.33,12.0,12.0,68.85,3.78,10.16,12.0,27.0,4.0,0.0,15,4,6.0,1.0,0.0,5.0,6,3.0,41.0,3.0,41/3,41/3,0,0.0,0,0,0.0,,2024,41.0,20616.0
Sandeep Warrier,1.0,Indian,GT,Gujarat Titans,5,148.0,5,35.0,2019-100mb00000000228-e226d3e1494611,66.0,119,31,46.96,39.0,19.83,11.0,11.0,80.67,3.47,10.81,11.0,15.0,2.0,0.0,9,10,3.0,1.0,0.0,3.0,6,3.0,15.0,3.0,15/3,15/3,0,0.0,0,0,0.0,,2024,15.0,1092.0
Deepak Chahar,1.0,Indian,CSK,Chennai Super Kings,8,148.0,8,13.0,2019-100mb00000000091-8640595343ec11,141.0,202,60,42.55,86.0,40.4,28.2,28.2,70.29,4.54,8.59,23.3,45.0,5.0,0.0,22,9,5.0,0.0,0.0,0.0,5,2.0,28.0,2.0,28/2,28/2,0,0.0,0,0,0.0,,2024,28.0,140.0
Shardul Thakur,1.0,Indian,CSK,Chennai Super Kings,9,148.0,9,13.0,2019-100mb00000000105-4c526de743fe11,190.0,309,48,25.26,149.0,61.8,38.0,38.0,61.48,4.63,9.75,31.4,90.0,13.0,0.0,28,13,4.0,3.0,0.0,6.0,5,2.0,61.0,2.0,61/2,61/2,0,0.0,0,0,0.0,,2024,61.0,1745.0
Simarjeet Singh,1.0,Indian,CSK,Chennai Super Kings,4,148.0,4,13.0,2021-100mb00000000622-e0d6c0e8ef8711,72.0,121,28,38.88,52.0,24.2,14.4,14.4,66.11,4.5,10.08,12.0,23.0,5.0,0.0,8,8,8.0,0.0,0.0,1.0,5,3.0,26.0,3.0,26/3,26/3,0,0.0,0,0,0.0,,2024,26.0,10789.0
Akash Madhwal,1.0,Indian,MI,Mumbai Indians,5,148.0,5,17.0,2022-100mb00000001045-ff63138dd51a11,109.0,205,36,33.02,83.0,41.0,21.8,21.8,71.21,3.4,11.28,18.1,37.0,6.0,0.0,23,9,8.0,2.0,2.0,2.0,5,3.0,20.0,3.0,20/3,20/3,0,0.0,0,0,0.0,,2024,20.0,20681.0
Azmatullah Omarzai,1.0,Overseas,GT,Gujarat Titans,7,148.0,7,35.0,2022-100mb00000001354-5a766b041e0411,126.0,186,57,45.23,74.0,46.5,31.5,31.5,77.41,3.81,8.85,21.0,33.0,4.0,0.0,27,6,5.0,0.0,0.0,8.0,4,2.0,27.0,2.0,27/2,27/2,0,0.0,0,0,0.0,,2024,27.0,20685.0
Marcus Stoinis,1.0,Overseas,LSG,Lucknow Super Giants,14,148.0,7,77.0,2018-100mb00000000023-201fd633e99d11,84.0,126,33,39.28,54.0,31.5,21.0,21.0,61.9,5.25,9.0,14.0,28.0,7.0,1.0,9,7,3.0,0.0,0.0,1.0,4,1.0,3.0,1.0,3/1,3/1,0,0.0,0,0,0.0,,2024,3.0,964.0
Spencer Johnson,0.0,Overseas,GT,Gujarat Titans,5,148.0,5,35.0,2023-100mb00000002518-9a5f0c5357b311,96.0,151,35,36.45,64.0,37.75,24.0,24.0,72.84,4.0,9.43,16.0,35.0,2.0,1.0,17,7,3.0,0.0,0.0,4.0,4,2.0,25.0,2.0,25/2,25/2,0,0.0,0,0,0.0,,2024,25.0,20699.0
Vyshak Vijaykumar,1.0,Indian,RCB,Royal Challengers Bengaluru,4,148.0,4,19.0,2023-100mb00000002034-c2959cc8d5eb11,87.0,142,24,27.58,66.0,35.5,21.75,21.75,63.38,4.57,9.79,14.3,39.0,5.0,0.0,12,7,3.0,0.0,1.0,0.0,4,2.0,23.0,2.0,23/2,23/2,0,0.0,0,0,0.0,,2024,23.0,1097.0
Reece Topley,1.0,Overseas,RCB,Royal Challengers Bengaluru,4,148.0,4,19.0,2021-100mb00000000574-27073d6f802311,90.0,168,31,34.44,64.0,42.0,22.5,22.5,75.0,3.33,11.2,15.0,28.0,3.0,1.0,18,9,5.0,0.0,0.0,0.0,4,2.0,27.0,2.0,27/2,27/2,0,0.0,0,0,0.0,,2024,27.0,5607.0
Josh Little,1.0,Overseas,GT,Gujarat Titans,1,148.0,1,35.0,134c0289560f4aa896a37534c1b1e80,24.0,45,9,37.5,16.0,11.25,6.0,6.0,80.0,3.0,11.25,4.0,6.0,1.0,0.0,6,2,1.0,0.0,0.0,0.0,4,4.0,45.0,4.0,45/4,45/4,0,0.0,1,0,0.0,,2024,45.0,5683.0
Liam Livingstone,1.0,Overseas,PBKS,Punjab Kings,7,148.0,4,15.0,2019-100mb00000000183-f4a991db44b611,72.0,84,26,36.11,49.0,28.0,24.0,24.0,50.0,8.0,7.0,12.0,35.0,2.0,0.0,6,3,3.0,0.0,0.0,2.0,3,2.0,19.0,2.0,19/2,19/2,0,0.0,0,0,0.0,,2024,19.0,3644.0
Tristan Stubbs,1.0,Overseas,DC,Delhi Capitals,14,148.0,2,14.0,2022-100mb00000001017-3e376712cc7911,12.0,15,6,50.0,7.0,5.0,4.0,4.0,53.33,6.0,7.5,2.0,2.0,2.0,0.0,2,0,1.0,0.0,0.0,0.0,3,2.0,11.0,2.0,11/2,11/2,0,0.0,0,0,0.0,,2024,11.0,20631.0
Darshan Nalkande,1.0,Indian,GT,Gujarat Titans,3,148.0,3,35.0,2019-100mb00000000127-b2131830449911,29.0,45,7,24.13,24.0,15.0,9.66,9.66,48.88,7.25,9.31,4.5,15.0,3.0,0.0,1,3,2.0,0.0,0.0,1.0,3,2.0,21.0,2.0,21/2,21/2,0,0.0,0,0,0.0,,2024,21.0,4447.0
Shreyas Gopal,1.0,Indian,MI,Mumbai Indians,3,148.0,3,17.0,2019-100mb00000000192-f5e65e7b44b711,42.0,67,10,23.8,32.0,22.33,14.0,14.0,53.73,7.0,9.57,7.0,22.0,3.0,1.0,0,6,0.0,0.0,0.0,0.0,3,1.0,9.0,1.0,9/1,9/1,0,0.0,0,0,0.0,,2024,9.0,20696.0
Nitish Kumar Reddy,1.0,Indian,SRH,Sunrisers Hyderabad,13,148.0,7,20.0,2023-100mb00000001944-c9a4b0e8c40511,79.0,153,20,25.31,67.0,51.0,26.33,26.33,66.66,3.76,11.62,13.1,33.0,5.0,0.0,12,9,7.0,1.0,0.0,1.0,3,2.0,17.0,2.0,17/2,17/2,0,0.0,0,0,0.0,,2024,17.0,5711.0
Keshav Maharaj,1.0,Overseas,RR,Rajasthan Royals,2,148.0,2,18.0,2019-100mb00000000347-a1e95770e42911,36.0,39,11,30.55,25.0,19.5,18.0,18.0,35.89,12.0,6.5,6.0,19.0,3.0,0.0,2,1,0.0,0.0,0.0,0.0,2,2.0,23.0,2.0,23/2,23/2,0,0.0,0,0,0.0,,2024,23.0,20726.0
Mitchell Santner,0.0,Overseas,CSK,Chennai Super Kings,3,148.0,3,13.0,2019-100mb00000000075-0984e17e1e4011,54.0,64,23,42.59,31.0,32.0,27.0,27.0,59.37,6.75,7.11,9.0,20.0,3.0,0.0,5,3,0.0,0.0,0.0,0.0,2,1.0,10.0,1.0,10/1,10/1,0,0.0,0,0,0.0,,2024,10.0,1903.0
Maheesh Theekshana,1.0,Overseas,CSK,Chennai Super Kings,5,148.0,5,13.0,2021-100mb00000000629-11c540100bd311,120.0,144,46,38.33,75.0,72.0,60.0,60.0,51.38,8.0,7.2,20.0,49.0,10.0,0.0,8,7,1.0,0.0,1.0,1.0,2,1.0,27.0,1.0,27/1,27/1,0,0.0,0,0,0.0,,2024,27.0,20570.0
Abhishek Sharma,0.0,Indian,SRH,Sunrisers Hyderabad,16,148.0,4,20.0,2019-100mb00000000212-9df3a24d44bc11,42.0,51,12,28.57,30.0,25.5,21.0,21.0,47.05,7.0,7.28,7.0,21.0,3.0,0.0,6,0,0.0,0.0,0.0,0.0,2,2.0,24.0,2.0,24/2,24/2,0,0.0,0,0,0.0,,2024,24.0,3760.0
Mohammad Nabi,1.0,Overseas,MI,Mumbai Indians,7,148.0,6,17.0,2019-100mb00000000217-29d6c58644bf11,74.0,109,19,25.67,55.0,54.5,37.0,37.0,58.71,6.16,8.83,12.2,41.0,2.0,0.0,4,8,0.0,0.0,0.0,1.0,2,1.0,16.0,1.0,16/1,16/1,0,0.0,0,0,0.0,,2024,16.0,618.0
Moeen Ali,0.0,Overseas,CSK,Chennai Super Kings,8,148.0,4,13.0,2019-100mb00000000206-501d92f644bb11,48.0,71,12,25.0,37.0,35.5,24.0,24.0,45.07,8.0,8.87,8.0,22.0,8.0,0.0,2,4,1.0,0.0,0.0,0.0,2,2.0,23.0,2.0,23/2,23/2,0,0.0,0,0,0.0,,2024,23.0,1735.0
Vidwath Kaverappa,1.0,Indian,PBKS,Punjab Kings,1,148.0,1,15.0,2022-100mb00000001564-4f16b62854f011,24.0,36,11,45.83,13.0,18.0,12.0,12.0,72.22,4.8,9.0,4.0,7.0,0.0,1.0,2,3,0.0,0.0,0.0,0.0,2,2.0,36.0,2.0,36/2,36/2,0,0.0,0,0,0.0,,2024,36.0,5656.0
Will Jacks,1.0,Overseas,RCB,Royal Challengers Bengaluru,8,148.0,5,19.0,2023-100mb00000001941-9401571cc40411,54.0,100,11,20.37,44.0,50.0,27.0,27.0,66.0,4.15,11.11,9.0,28.0,2.0,0.0,6,7,1.0,0.0,0.0,0.0,2,1.0,23.0,1.0,23/1,23/1,0,0.0,0,0,0.0,,2024,23.0,5629.0
Anshul Kamboj,1.0,Indian,MI,Mumbai Indians,3,148.0,3,17.0,2024-100mb00000003106-047b3989df9b11,60.0,114,20,33.33,48.0,57.0,30.0,30.0,66.66,3.75,11.4,10.0,20.0,5.0,0.0,10,6,6.0,2.0,0.0,1.0,2,1.0,24.0,1.0,24/1,24/1,0,0.0,0,0,0.0,,2024,24.0,20702.0
Shashank Singh,1.0,Indian,PBKS,Punjab Kings,14,148.0,1,15.0,2019-100mb00000000191-df21803b44b711,6.0,5,1,16.66,5.0,5.0,6.0,6.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,1.0,5.0,1.0,5/1,5/1,0,0.0,0,0,0.0,,2024,5.0,3261.0
Nathan Ellis,1.0,Overseas,PBKS,Punjab Kings,1,148.0,1,15.0,2021-100mb00000000633-40c59a2c160011,24.0,24,10,41.66,14.0,24.0,24.0,24.0,50.0,8.0,6.0,4.0,10.0,1.0,0.0,3,0,0.0,0.0,0.0,0.0,1,1.0,24.0,1.0,24/1,24/1,0,0.0,0,0,0.0,,2024,24.0,17118.0
M Siddharth,1.0,Indian,LSG,Lucknow Super Giants,3,148.0,3,77.0,2020-100mb00000000532-63bf237a639811,54.0,71,22,40.74,35.0,71.0,54.0,54.0,50.7,6.75,7.88,9.0,22.0,4.0,0.0,6,2,1.0,3.0,0.0,1.0,1,1.0,21.0,1.0,21/1,21/1,0,0.0,0,0,0.0,,2024,21.0,7119.0
Vijayakanth Viyaskanth,1.0,Overseas,SRH,Sunrisers Hyderabad,3,148.0,3,20.0,2024-100mb00000003153-d36cbdc8f66e11,60.0,86,19,31.66,41.0,86.0,60.0,60.0,60.46,6.0,8.6,10.0,28.0,3.0,0.0,4,6,0.0,0.0,0.0,4.0,1,1.0,37.0,1.0,37/1,37/1,0,0.0,0,0,0.0,,2024,37.0,20728.0
Richard Gleeson,1.0,Overseas,CSK,Chennai Super Kings,2,148.0,2,13.0,2022-100mb00000001219-2385f15ff9f711,47.0,71,20,42.55,31.0,71.0,47.0,47.0,64.78,4.7,9.06,7.5,13.0,4.0,0.0,7,3,3.0,1.0,0.0,1.0,1,1.0,30.0,1.0,30/1,30/1,0,0.0,0,0,0.0,,2024,30.0,20730.0
Matt Henry,1.0,Indian,LSG,Lucknow Super Giants,4,148.0,4,77.0,2019-100mb00000000071-8ee448c81e3711,72.0,110,26,36.11,48.0,110.0,72.0,72.0,60.0,5.14,9.16,12.0,23.0,8.0,1.0,9,5,2.0,0.0,1.0,1.0,1,1.0,28.0,1.0,28/1,28/1,0,0.0,0,0,0.0,,2024,28.0,1505.0
Amit Mishra,1.0,Indian,LSG,Lucknow Super Giants,1,148.0,1,77.0,2019-100mb00000000107-ae56fbc5449311,12.0,20,5,41.66,7.0,20.0,12.0,12.0,80.0,4.0,10.0,2.0,4.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,1,1.0,20.0,1.0,20/1,20/1,0,0.0,0,0,0.0,,2024,20.0,30.0
Mayank Dagar,1.0,Indian,RCB,Royal Challengers Bengaluru,5,148.0,5,19.0,2022-100mb00000001547-613ed5ea54ee11,71.0,120,22,30.98,50.0,120.0,71.0,71.0,66.66,4.43,10.14,11.5,29.0,5.0,0.0,8,8,1.0,0.0,0.0,2.0,1,1.0,23.0,1.0,23/1,23/1,0,0.0,0,0,0.0,,2024,23.0,2968.0
Arshad Khan,0.0,Indian,LSG,Lucknow Super Giants,4,148.0,4,77.0,2022-100mb00000000988-ad5c752aa44a11,61.0,114,24,39.34,45.0,114.0,61.0,61.0,73.68,3.21,11.21,10.1,16.0,2.0,0.0,15,4,8.0,0.0,0.0,1.0,1,1.0,45.0,1.0,45/1,45/1,0,0.0,0,0,0.0,,2024,45.0,20599.0
Daryl Mitchell,1.0,Overseas,CSK,Chennai Super Kings,13,148.0,2,13.0,2019-100mb00000000083-a7fea83029c211,36.0,70,4,11.11,34.0,70.0,36.0,36.0,60.0,4.0,11.66,6.0,20.0,3.0,0.0,6,3,2.0,0.0,0.0,0.0,1,1.0,18.0,1.0,18/1,18/1,0,0.0,0,0,0.0,,2024,18.0,20617.0
Alzarri Joseph,1.0,Overseas,RCB,Royal Challengers Bengaluru,3,148.0,3,19.0,2019-100mb00000000229-75a4b0a0516011,58.0,115,18,31.03,46.0,115.0,58.0,58.0,73.04,3.41,11.89,9.4,18.0,7.0,0.0,9,8,6.0,0.0,4.0,4.0,1,1.0,43.0,1.0,43/1,43/1,0,0.0,0,0,0.0,,2024,43.0,3098.0
Lizaad Williams,0.0,Overseas,DC,Delhi Capitals,2,148.0,2,14.0,2021-100mb00000000631-53c713330bd311,36.0,72,13,36.11,28.0,72.0,36.0,36.0,69.44,3.27,12.0,6.0,11.0,2.0,0.0,8,3,4.0,2.0,0.0,2.0,1,1.0,38.0,1.0,38/1,38/1,0,0.0,0,0,0.0,,2024,38.0,20727.0
Mitchell Marsh,1.0,Overseas,DC,Delhi Capitals,4,148.0,3,14.0,2018-100mb00000000040-7f15f6c7f88a11,48.0,103,9,18.75,45.0,103.0,48.0,48.0,67.96,3.2,12.87,8.0,21.0,3.0,0.0,10,5,6.0,0.0,0.0,0.0,1,1.0,37.0,1.0,37/1,37/1,0,0.0,0,0,0.0,,2024,37.0,
Marco Jansen,1.0,Overseas,SRH,Sunrisers Hyderabad,3,148.0,3,20.0,2021-100mb00000000586-8238f85f91de11,60.0,129,20,33.33,48.0,129.0,60.0,60.0,74.41,2.85,12.9,10.0,16.0,6.0,0.0,15,6,6.0,2.0,0.0,5.0,1,1.0,45.0,1.0,45/1,45/1,0,0.0,0,0,0.0,,2024,45.0,17068.0
