StrikerName,PlayerId,Matches,PlayerDOB,RightHandedBat,Nationality,TCompetitionID,TStrikerID,TTeamID,TeamCode,TeamName,CompetitionID,TeamID,StrikerID,Innings,Extras,TotalRuns,Balls,Dotballs,StrikeRate,DBPercent,DBFreq,BdryFreq,BdryPercent,RPSS,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,Most_4s,Most_6s,Outs,NotOuts,BattingAveragesss,FiftyPlusRuns,Centuries,DoubleCenturies,HighestScore,BattingAverage,Catches,Stumpings,Year,ClientPlayerID
Jagadeesha Suchith,231,2,,,,10013,,,SRH,Sunrisers Hyderabad,10013,,,1,,14,6,,233.33,,,,,,,,,,2,1,2.0,1.0,0,1,0.0,0,0,,14*,0.0,,,2021,
Dan Christian,0,9,,,,10013,,,RCB,Royal Challengers Bangalore,10013,,,7,,14,24,,58.33,,,,,,,,,,1,0,1.0,0.0,6,1,2.33,0,0,,9,2.33,,,2021,
Rahul Chahar,171,11,,,,10013,,,MI,Mumbai Indians,10013,,,5,,14,15,,93.33,,,,,,,,,,1,0,1.0,0.0,5,0,2.8,0,0,,8,2.8,,,2021,
Mohammad Shami,47,14,,,,10013,,,PBKS,Punjab Kings,10013,,,4,,13,17,,76.47,,,,,,,,,,0,0,0.0,0.0,1,3,13.0,0,0,,9*,13.0,,,2021,
Kagiso Rabada,116,15,,,,10013,,,DC,Delhi Capitals,10013,,,3,,13,6,,216.66,,,,,,,,,,2,0,2.0,0.0,1,2,13.0,0,0,,9*,13.0,,,2021,
Yuzvendra Chahal,10,15,,,,10013,,,RCB,Royal Challengers Bangalore,10013,,,2,,10,27,,37.03,,,,,,,,,,0,0,0.0,0.0,0,2,0.0,0,0,,8*,0.0,,,2021,
Ajinkya Rahane,44,2,,,,10013,,,DC,Delhi Capitals,10013,,,1,,8,8,,100.0,,,,,,,,,,1,0,1.0,0.0,1,0,8.0,0,0,,8,8.0,,,2021,
Sandeep Sharma,220,7,,,,10013,,,SRH,Sunrisers Hyderabad,10013,,,2,,8,7,,114.28,,,,,,,,,,1,0,1.0,0.0,1,1,8.0,0,0,,8*,8.0,,,2021,
Siddarth Kaul,64,8,,,,10013,,,SRH,Sunrisers Hyderabad,10013,,,2,,8,8,,100.0,,,,,,,,,,1,0,1.0,0.0,0,2,0.0,0,0,,7*,0.0,,,2021,
Mustafizur Rahman,258,14,,,,10013,,,RR,Rajasthan Royals,10013,,,5,,8,14,,57.14,,,,,,,,,,0,1,0.0,1.0,0,5,0.0,0,0,,8*,0.0,,,2021,
Sachin Baby,599,1,,,,10013,,,RCB,Royal Challengers Bangalore,10013,,,1,,7,17,,41.17,,,,,,,,,,0,0,0.0,0.0,1,0,7.0,0,0,,7,7.0,,,2021,
Shreyas Gopal,192,3,,,,10013,,,RR,Rajasthan Royals,10013,,,2,,7,5,,140.0,,,,,,,,,,0,1,0.0,1.0,1,1,7.0,0,0,,7*,7.0,,,2021,
Daniel Sams,546,2,,,,10013,,,RCB,Royal Challengers Bangalore,10013,,,2,,6,6,,100.0,,,,,,,,,,0,0,0.0,0.0,1,1,6.0,0,0,,3*,6.0,,,2021,
Fabian Allen,264,4,,,,10013,,,PBKS,Punjab Kings,10013,,,3,,6,12,,50.0,,,,,,,,,,0,0,0.0,0.0,1,2,6.0,0,0,,6,6.0,,,2021,
Avesh Khan,109,16,,,,10013,,,DC,Delhi Capitals,10013,,,1,,5,3,,166.66,,,,,,,,,,1,0,1.0,0.0,0,1,0.0,0,0,,5*,0.0,,,2021,
Shardul Thakur,105,16,,,,10013,,,CSK,Chennai Super Kings,10013,,,4,,5,5,,100.0,,,,,,,,,,0,0,0.0,0.0,2,2,2.5,0,0,,3*,2.5,,,2021,
Harbhajan Singh,95,3,,,,10013,,,KKR,Kolkata Knight Riders,10013,,,2,,4,4,,100.0,,,,,,,,,,0,0,0.0,0.0,0,2,0.0,0,0,,2*,0.0,,,2021,
Nathan Coulter-Nile,5,5,,,,10013,,,MI,Mumbai Indians,10013,,,2,,4,5,,80.0,,,,,,,,,,0,0,0.0,0.0,2,0,2.0,0,0,,3,2.0,,,2021,
Tim Southee,77,3,,,,10013,,,KKR,Kolkata Knight Riders,10013,,,1,,3,5,,60.0,,,,,,,,,,0,0,0.0,0.0,1,0,3.0,0,0,,3,3.0,,,2021,
Tabraiz Shamsi,290,1,,,,10013,,,RR,Rajasthan Royals,10013,,,1,,2,4,,50.0,,,,,,,,,,0,0,0.0,0.0,0,1,0.0,0,0,,2*,0.0,,,2021,
Tim Seifert,82,1,,,,10013,,,KKR,Kolkata Knight Riders,10013,,,1,,2,4,,50.0,,,,,,,,,,0,0,0.0,0.0,1,0,2.0,0,0,,2,2.0,,,2021,
Navdeep Saini,207,2,,,,10013,,,RCB,Royal Challengers Bangalore,10013,,,1,,2,4,,50.0,,,,,,,,,,0,0,0.0,0.0,1,0,2.0,0,0,,2,2.0,,,2021,
Kartik Tyagi,536,4,,,,10013,,,RR,Rajasthan Royals,10013,,,2,,2,4,,50.0,,,,,,,,,,0,0,0.0,0.0,1,1,2.0,0,0,,1*,2.0,,,2021,
George Garton,634,5,,,,10013,,,RCB,Royal Challengers Bangalore,10013,,,3,,2,4,,50.0,,,,,,,,,,0,0,0.0,0.0,1,2,2.0,0,0,,2*,2.0,,,2021,
Arshdeep Singh,125,12,,,,10013,,,PBKS,Punjab Kings,10013,,,2,,2,3,,66.66,,,,,,,,,,0,0,0.0,0.0,0,2,0.0,0,0,,1*,0.0,,,2021,
Varun Chakaravarthy,140,17,,,,10013,,,KKR,Kolkata Knight Riders,10013,,,3,,2,4,,50.0,,,,,,,,,,0,0,0.0,0.0,1,2,2.0,0,0,,2*,2.0,,,2021,
Mujeeb Ur Rahman,134,1,,,,10013,,,SRH,Sunrisers Hyderabad,10013,,,1,,1,1,,100.0,,,,,,,,,,0,0,0.0,0.0,0,1,0.0,0,0,,1*,0.0,,,2021,
Tim David,636,1,,,,10013,,,RCB,Royal Challengers Bangalore,10013,,,1,,1,3,,33.33,,,,,,,,,,0,0,0.0,0.0,1,0,1.0,0,0,,1,1.0,,,2021,
Wanindu Hasaranga,377,2,,,,10013,,,RCB,Royal Challengers Bangalore,10013,,,2,,1,2,,50.0,,,,,,,,,,0,0,0.0,0.0,1,1,1.0,0,0,,1*,1.0,,,2021,
Khaleel Ahmed,8,7,,,,10013,,,SRH,Sunrisers Hyderabad,10013,,,1,,1,2,,50.0,,,,,,,,,,0,0,0.0,0.0,1,0,1.0,0,0,,1,1.0,,,2021,
Ravi Bishnoi,520,9,,,,10013,,,PBKS,Punjab Kings,10013,,,1,,1,4,,25.0,,,,,,,,,,0,0,0.0,0.0,1,0,1.0,0,0,,1,1.0,,,2021,
Trent Boult,66,14,,,,10013,,,MI,Mumbai Indians,10013,,,4,,1,4,,25.0,,,,,,,,,,0,0,0.0,0.0,0,4,0.0,0,0,,1*,0.0,,,2021,
Deepak Chahar,91,15,,,,10013,,,CSK,Chennai Super Kings,10013,,,2,,1,1,,100.0,,,,,,,,,,0,0,0.0,0.0,0,2,0.0,0,0,,1*,0.0,,,2021,
Ben Stokes,177,1,,,,10013,,,RR,Rajasthan Royals,10013,,,1,,0,3,,0.0,,,,,,,,,,0,0,0.0,0.0,1,0,0.0,0,0,,0*,0.0,,,2021,
Kamlesh Nagarkoti,146,1,,,,10013,,,KKR,Kolkata Knight Riders,10013,,,1,,0,2,,0.0,,,,,,,,,,0,0,0.0,0.0,1,0,0.0,0,0,,0*,0.0,,,2021,
Kuldip Yadav,593,1,,,,10013,,,RR,Rajasthan Royals,10013,,,1,,0,4,,0.0,,,,,,,,,,0,0,0.0,0.0,0,1,0.0,0,0,,0*,0.0,,,2021,
Piyush Chawla,149,1,,,,10013,,,MI,Mumbai Indians,10013,,,1,,0,2,,0.0,,,,,,,,,,0,0,0.0,0.0,1,0,0.0,0,0,,0*,0.0,,,2021,
Shahbaz Nadeem,221,1,,,,10013,,,SRH,Sunrisers Hyderabad,10013,,,1,,0,1,,0.0,,,,,,,,,,0,0,0.0,0.0,1,0,0.0,0,0,,0*,0.0,,,2021,
Anuj Rawat,534,2,,,,10013,,,RR,Rajasthan Royals,10013,,,1,,0,1,,0.0,,,,,,,,,,0,0,0.0,0.0,1,0,0.0,0,0,,0*,0.0,,,2021,
Marco Jansen,586,2,,,,10013,,,MI,Mumbai Indians,10013,,,2,,0,3,,0.0,,,,,,,,,,0,0,0.0,0.0,2,0,0.0,0,0,,0*,0.0,,,2021,
Sarfaraz Khan,139,2,,,,10013,,,PBKS,Punjab Kings,10013,,,2,,0,4,,0.0,,,,,,,,,,0,0,0.0,0.0,2,0,0.0,0,0,,0*,0.0,,,2021,
Jimmy Neesham,80,3,,,,10013,,,MI,Mumbai Indians,10013,,,2,,0,2,,0.0,,,,,,,,,,0,0,0.0,0.0,2,0,0.0,0,0,,0*,0.0,,,2021,
Prasidh Krishna,150,10,,,,10013,,,KKR,Kolkata Knight Riders,10013,,,2,,0,1,,0.0,,,,,,,,,,0,0,0.0,0.0,1,1,0.0,0,0,,0*,0.0,,,2021,
Jos Buttler,182,17,0000-00-00,1.0,,60,2019-100mb00000000182-b78f12ef44b611,18.0,RR,Rajasthan Royals,60,18.0,2019-100mb00000000182-b78f12ef44b611,17,31.0,863,579,230.0,149.05,39.72,2.51,4.52,69.75,2.47,349.0,185.0,33.0,2.0,83,45,,,15,2,431.5,4,4,0.0,116,57.53,9.0,0.0,2022,509.0
K L Rahul,19,15,0000-00-00,1.0,,60,2018-100mb00000000019-80e59e32e99c11,77.0,LSG,Lucknow Super Giants,60,77.0,2018-100mb00000000019-80e59e32e99c11,15,37.0,616,455,151.0,135.38,33.18,3.01,6.06,58.44,2.02,304.0,203.0,25.0,1.0,45,30,,,12,3,205.33,4,2,0.0,103*,51.33,9.0,0.0,2022,1125.0
Quinton De Kock,170,15,0000-00-00,0.0,,60,2019-100mb00000000170-9429250944ae11,77.0,LSG,Lucknow Super Giants,60,77.0,2019-100mb00000000170-9429250944ae11,15,18.0,508,341,115.0,148.97,33.72,2.96,4.87,64.17,2.24,226.0,131.0,24.0,1.0,47,23,,,14,1,508.0,3,1,0.0,140*,36.29,12.0,1.0,2022,834.0
Hardik Pandya,54,15,0000-00-00,1.0,,60,2018-100mb00000000054-e3ebefa2050a11,35.0,GT,Gujarat Titans,60,35.0,2018-100mb00000000054-e3ebefa2050a11,15,25.0,487,371,119.0,131.26,32.07,3.11,6.08,55.03,1.93,252.0,164.0,26.0,1.0,49,12,,,11,4,121.75,4,0,0.0,87*,44.27,2.0,0.0,2022,2740.0
Shubman Gill,62,16,0000-00-00,1.0,,60,2019-100mb00000000062-8fa4884a17f311,35.0,GT,Gujarat Titans,60,35.0,2019-100mb00000000062-8fa4884a17f311,16,22.0,483,365,117.0,132.32,32.05,3.11,5.88,55.9,1.94,248.0,159.0,27.0,0.0,51,11,,,14,2,241.5,4,0,0.0,96,34.50,7.0,0.0,2022,3761.0
David Miller,128,16,0000-00-00,0.0,,60,2019-100mb00000000128-e95bebea449911,35.0,GT,Gujarat Titans,60,35.0,2019-100mb00000000128-e95bebea449911,16,19.0,481,337,95.0,142.72,28.18,3.54,6.12,55.3,1.98,242.0,159.0,28.0,0.0,32,23,,,7,9,53.44,2,0,0.0,94*,68.71,6.0,0.0,2022,187.0
Faf Du Plessis,94,16,0000-00-00,1.0,,60,2019-100mb00000000094-1e8fa14543ee11,19.0,RCB,Royal Challengers Bangalore,60,19.0,2019-100mb00000000094-1e8fa14543ee11,16,25.0,468,367,145.0,127.52,39.5,2.53,5.91,58.54,2.1,222.0,129.0,28.0,3.0,49,13,,,15,1,468.0,3,0,0.0,96,31.20,4.0,0.0,2022,24.0
Shikhar Dhawan,11,14,0000-00-00,0.0,,60,2018-100mb00000000011-cbf5eb14e99b11,15.0,PBKS,Punjab Kings,60,15.0,2018-100mb00000000011-cbf5eb14e99b11,14,40.0,460,375,141.0,122.66,37.6,2.65,6.35,56.52,1.96,234.0,151.0,23.0,1.0,47,12,,,12,2,230.0,3,0,0.0,88*,38.33,10.0,0.0,2022,41.0
Sanju Samson,190,17,0000-00-00,1.0,,60,2019-100mb00000000190-c62cbae544b711,18.0,RR,Rajasthan Royals,60,18.0,2019-100mb00000000190-c62cbae544b711,17,20.0,458,312,129.0,146.79,41.34,2.41,4.52,71.61,2.5,183.0,99.0,14.0,1.0,43,26,,,16,1,458.0,2,0,0.0,55,28.63,14.0,2.0,2022,258.0
Deepak Hooda,215,15,0000-00-00,1.0,,60,2019-100mb00000000215-f86e728844bc11,77.0,LSG,Lucknow Super Giants,60,77.0,2019-100mb00000000215-f86e728844bc11,14,20.0,451,330,104.0,136.66,31.51,3.17,6.11,55.87,1.99,226.0,146.0,25.0,1.0,36,18,,,14,0,,4,0,0.0,59,32.21,8.0,0.0,2022,1556.0
Liam Livingstone,183,14,0000-00-00,1.0,,60,2019-100mb00000000183-f4a991db44b611,15.0,PBKS,Punjab Kings,60,15.0,2019-100mb00000000183-f4a991db44b611,14,28.0,437,240,72.0,182.08,30.0,3.33,3.8,73.22,2.6,168.0,95.0,8.0,2.0,29,34,,,12,2,218.5,4,0,0.0,70,36.42,5.0,0.0,2022,3644.0
David Warner,214,12,0000-00-00,0.0,,60,2019-100mb00000000214-df216bed44bc11,14.0,DC,Delhi Capitals,60,14.0,2019-100mb00000000214-df216bed44bc11,12,29.0,432,287,103.0,150.52,35.88,2.78,4.28,68.98,2.34,184.0,104.0,9.0,4.0,52,15,,,9,3,144.0,5,0,0.0,92*,48.00,6.0,0.0,2022,170.0
Abhishek Sharma,212,14,0000-00-00,0.0,,60,2019-100mb00000000212-9df3a24d44bc11,20.0,SRH,Sunrisers Hyderabad,60,20.0,2019-100mb00000000212-9df3a24d44bc11,14,26.0,426,320,126.0,133.12,39.37,2.53,5.33,62.44,2.19,194.0,109.0,24.0,1.0,47,13,,,14,0,,2,0,0.0,75,30.43,1.0,0.0,2022,3760.0
Ishan Kishan,164,14,0000-00-00,0.0,,60,2019-100mb00000000164-8ae075db44ad11,17.0,MI,Mumbai Indians,60,17.0,2019-100mb00000000164-8ae075db44ad11,14,20.0,418,348,140.0,120.11,40.22,2.48,6.21,58.85,2.0,208.0,133.0,18.0,1.0,45,11,,,13,1,418.0,3,0,0.0,81*,32.15,13.0,0.0,2022,2975.0
Rahul Tripathi,188,14,0000-00-00,1.0,,60,2019-100mb00000000188-896b509b44b711,20.0,SRH,Sunrisers Hyderabad,60,20.0,2019-100mb00000000188-896b509b44b711,14,16.0,413,261,85.0,158.23,32.56,3.07,4.35,67.79,2.34,176.0,100.0,15.0,1.0,40,20,,,11,3,137.66,3,0,0.0,76,37.55,6.0,0.0,2022,3838.0
Shreyas Iyer,12,14,0000-00-00,1.0,,60,2018-100mb00000000012-ea4c47d2e99b11,16.0,KKR,Kolkata Knight Riders,60,16.0,2018-100mb00000000012-ea4c47d2e99b11,14,19.0,401,298,103.0,134.56,34.56,2.89,5.73,57.35,2.05,195.0,118.0,22.0,3.0,41,11,,,13,1,401.0,3,0,0.0,85,30.85,5.0,0.0,2022,1563.0
Tilak Varma,993,14,0000-00-00,0.0,,60,2022-100mb00000000993-60c58f9ea44c11,17.0,MI,Mumbai Indians,60,17.0,2022-100mb00000000993-60c58f9ea44c11,14,21.0,397,303,94.0,131.02,31.02,3.22,6.73,53.4,1.89,209.0,144.0,19.0,1.0,29,16,,,11,3,132.33,2,0,0.0,61,36.09,10.0,0.0,2022,20594.0
Aiden Markram,287,14,0000-00-00,1.0,,60,2019-100mb00000000287-ca1a6bb17ae311,20.0,SRH,Sunrisers Hyderabad,60,20.0,2019-100mb00000000287-ca1a6bb17ae311,12,4.0,381,274,79.0,139.05,28.83,3.46,6.22,56.16,1.95,195.0,135.0,16.0,0.0,25,19,,,8,4,95.25,3,0,0.0,68*,47.63,6.0,0.0,2022,1667.0
Devdutt Padikkal,200,17,0000-00-00,0.0,,60,2019-100mb00000000200-1283ad3244ba11,18.0,RR,Rajasthan Royals,60,18.0,2019-100mb00000000200-1283ad3244ba11,17,20.0,376,306,135.0,122.87,44.11,2.26,5.66,64.89,2.19,171.0,104.0,12.0,0.0,40,14,,,17,0,,1,0,0.0,54,22.12,5.0,0.0,2022,5430.0
Ruturaj  Gaikwad,102,14,0000-00-00,1.0,,60,2019-100mb00000000102-28e7fca043fc11,13.0,CSK,Chennai Super Kings,60,13.0,2019-100mb00000000102-28e7fca043fc11,14,14.0,368,291,109.0,126.46,37.45,2.66,6.19,58.69,2.02,182.0,119.0,15.0,1.0,33,14,,,14,0,,3,0,0.0,99,26.29,4.0,0.0,2022,5443.0
Nitish Rana,148,14,0000-00-00,0.0,,60,2019-100mb00000000148-ef59629644a811,16.0,KKR,Kolkata Knight Riders,60,16.0,2019-100mb00000000148-ef59629644a811,14,22.0,361,251,101.0,143.82,40.23,2.48,4.92,68.69,2.4,150.0,87.0,10.0,2.0,29,22,,,13,1,361.0,2,0,0.0,57,27.77,6.0,0.0,2022,2738.0
Virat Kohli,2,16,0000-00-00,1.0,,60,2018-wicb00000000002-47ea5a6ae99a11,19.0,RCB,Royal Challengers Bangalore,60,19.0,2018-wicb00000000002-47ea5a6ae99a11,16,21.0,341,294,115.0,115.98,39.11,2.55,7.35,51.61,1.9,179.0,117.0,18.0,4.0,32,8,,,15,1,341.0,2,0,0.0,73,22.73,9.0,0.0,2022,164.0
Rishabh Pant,18,14,0000-00-00,0.0,,60,2018-100mb00000000018-6e65e6f7e99c11,14.0,DC,Delhi Capitals,60,14.0,2018-100mb00000000018-6e65e6f7e99c11,13,16.0,340,224,79.0,151.78,35.26,2.83,4.39,69.41,2.34,145.0,84.0,10.0,0.0,35,16,,,11,2,170.0,0,0,0.0,44,30.91,8.0,4.0,2022,2972.0
Andre Russell,141,14,0000-00-00,1.0,,60,2019-100mb00000000141-e67c41d144a711,16.0,KKR,Kolkata Knight Riders,60,16.0,2019-100mb00000000141-e67c41d144a711,12,14.0,335,192,84.0,174.47,43.75,2.28,3.84,78.8,3.1,108.0,45.0,13.0,0.0,18,32,,,9,3,111.66,1,0,0.0,70*,37.22,1.0,0.0,2022,177.0
Rajat Patidar,597,8,0000-00-00,1.0,,60,2021-100mb00000000597-a0edfee691e511,19.0,RCB,Royal Challengers Bangalore,60,19.0,2021-100mb00000000597-a0edfee691e511,7,26.0,333,218,71.0,152.75,32.56,3.07,4.84,64.86,2.26,147.0,88.0,13.0,1.0,27,18,,,6,1,333.0,2,1,0.0,112*,55.50,4.0,0.0,2022,5471.0
Dinesh Karthik,13,16,0000-00-00,1.0,,60,2018-100mb00000000013-1031ba8ae99c11,19.0,RCB,Royal Challengers Bangalore,60,19.0,2018-100mb00000000013-1031ba8ae99c11,16,16.0,330,180,53.0,183.33,29.44,3.39,3.67,72.72,2.59,127.0,66.0,12.0,0.0,27,22,,,6,10,33.0,1,0,0.0,66*,55.00,10.0,2.0,2022,102.0
Wriddhiman Saha,225,11,0000-00-00,1.0,,60,2019-100mb00000000225-a11ad1bc44c011,35.0,GT,Gujarat Titans,60,35.0,2019-100mb00000000225-a11ad1bc44c011,11,18.0,317,259,105.0,122.39,40.54,2.46,5.51,63.72,2.05,154.0,99.0,8.0,0.0,40,7,,,10,1,317.0,3,0,0.0,68,31.70,11.0,2.0,2022,16.0
Shimron Hetmyer,210,15,0000-00-00,0.0,,60,2019-100mb00000000210-b8addb3444bb11,18.0,RR,Rajasthan Royals,60,18.0,2019-100mb00000000210-b8addb3444bb11,15,29.0,314,204,73.0,153.92,35.78,2.79,4.85,66.87,2.39,131.0,75.0,13.0,1.0,21,21,,,7,8,39.25,1,0,0.0,59*,44.86,3.0,0.0,2022,1705.0
Nicholas Pooran,136,14,0000-00-00,0.0,,60,2019-100mb00000000136-9313d156449c11,20.0,SRH,Sunrisers Hyderabad,60,20.0,2019-100mb00000000136-9313d156449c11,13,29.0,306,212,72.0,144.33,33.96,2.94,5.72,62.09,2.18,140.0,90.0,13.0,0.0,16,21,,,8,5,61.2,2,0,0.0,64*,38.25,8.0,1.0,2022,1703.0
Suryakumar Yadav,174,8,0000-00-00,1.0,,60,2019-100mb00000000174-619a804244af11,17.0,MI,Mumbai Indians,60,17.0,2019-100mb00000000174-619a804244af11,8,10.0,303,208,71.0,145.67,34.13,2.92,5.33,62.04,2.21,137.0,82.0,15.0,1.0,23,16,,,7,1,303.0,3,0,0.0,68*,43.29,3.0,0.0,2022,108.0
Glenn Maxwell,28,13,0000-00-00,1.0,,60,2018-100mb00000000028-acc7d0a3e99d11,19.0,RCB,Royal Challengers Bangalore,60,19.0,2018-100mb00000000028-acc7d0a3e99d11,13,15.0,301,178,61.0,169.1,34.26,2.91,3.86,71.09,2.57,117.0,57.0,12.0,2.0,31,15,,,11,2,150.5,1,0,0.0,55,27.36,5.0,0.0,2022,282.0
Shivam Dube,211,11,0000-00-00,0.0,,60,2019-100mb00000000211-dc1f6a2544bb11,13.0,CSK,Chennai Super Kings,60,13.0,2019-100mb00000000211-dc1f6a2544bb11,11,14.0,289,185,59.0,156.21,31.89,3.13,4.86,63.66,2.29,126.0,71.0,17.0,0.0,22,16,,,10,1,289.0,2,0,0.0,95*,28.90,6.0,0.0,2022,5431.0
Prithvi Shaw,51,10,0000-00-00,1.0,,60,2018-100mb00000000051-5a1d4ca2f88b11,14.0,DC,Delhi Capitals,60,14.0,2018-100mb00000000051-5a1d4ca2f88b11,10,18.0,283,185,75.0,152.97,40.54,2.46,3.93,73.49,2.57,110.0,52.0,10.0,1.0,37,10,,,10,0,,2,0,0.0,61,28.30,4.0,0.0,2022,3764.0
Ambati Rayudu,60,13,0000-00-00,1.0,,60,2019-100mb00000000060-7861780c161111,13.0,CSK,Chennai Super Kings,60,13.0,2019-100mb00000000060-7861780c161111,11,13.0,274,224,103.0,122.32,45.98,2.17,5.6,69.34,2.26,121.0,78.0,3.0,0.0,25,15,,,11,0,,1,0,0.0,78,24.91,4.0,0.0,2022,100.0
Rohit Sharma,6,14,0000-00-00,1.0,,60,2018-100mb00000000006-2cf4bba8e99b11,17.0,MI,Mumbai Indians,60,17.0,2018-100mb00000000006-2cf4bba8e99b11,14,20.0,268,223,116.0,120.17,52.01,1.92,5.43,70.89,2.5,107.0,55.0,10.0,1.0,28,13,,,14,0,,0,0,0.0,48,19.14,7.0,0.0,2022,107.0
Yashasvi Jaiswal,533,10,0000-00-00,0.0,,60,2020-100mb00000000533-e895f279639811,18.0,RR,Rajasthan Royals,60,18.0,2020-100mb00000000533-e895f279639811,10,14.0,258,194,81.0,132.98,41.75,2.39,5.1,66.66,2.28,113.0,65.0,9.0,1.0,28,10,,,10,0,,2,0,0.0,68,25.80,2.0,0.0,2022,13538.0
Jonny Bairstow,216,11,0000-00-00,1.0,,60,2019-100mb00000000216-33c1188144bd11,15.0,PBKS,Punjab Kings,60,15.0,2019-100mb00000000216-33c1188144bd11,11,10.0,253,175,74.0,144.57,42.28,2.36,4.06,75.09,2.5,101.0,53.0,5.0,0.0,34,9,,,11,0,,2,0,0.0,66,23.00,2.0,0.0,2022,506.0
Devon Conway,601,7,0000-00-00,0.0,,60,2021-100mb00000000601-517399b0ceaf11,13.0,CSK,Chennai Super Kings,60,13.0,2021-100mb00000000601-517399b0ceaf11,7,10.0,252,173,58.0,145.66,33.52,2.98,5.08,63.49,2.19,115.0,73.0,6.0,1.0,22,12,,,6,1,252.0,3,0,0.0,87,42.00,2.0,0.0,2022,20572.0
Mitchell Marsh,40,8,0000-00-00,1.0,,60,2018-100mb00000000040-7f15f6c7f88a11,14.0,DC,Delhi Capitals,60,14.0,2018-100mb00000000040-7f15f6c7f88a11,8,8.0,251,189,74.0,132.8,39.15,2.55,5.72,63.74,2.18,115.0,74.0,7.0,1.0,19,14,,,8,0,,2,0,0.0,89,31.38,0.0,0.0,2022,221.0
Rovman Powell,329,14,0000-00-00,1.0,,60,2019-100mb00000000329-bee19eaeb1e711,14.0,DC,Delhi Capitals,60,14.0,2019-100mb00000000329-bee19eaeb1e711,12,12.0,250,167,65.0,149.7,38.92,2.56,5.21,68.8,2.45,102.0,62.0,8.0,0.0,10,22,,,10,2,125.0,1,0,0.0,67*,25.00,10.0,0.0,2022,3333.0
Moeen Ali,206,10,0000-00-00,0.0,,60,2019-100mb00000000206-501d92f644bb11,13.0,CSK,Chennai Super Kings,60,13.0,2019-100mb00000000206-501d92f644bb11,10,7.0,244,177,69.0,137.85,38.98,2.56,5.05,66.39,2.25,108.0,64.0,9.0,0.0,24,11,,,10,0,,1,0,0.0,93,24.40,5.0,0.0,2022,1735.0
Jitesh Sharma,1000,12,0000-00-00,1.0,,60,2022-100mb00000001000-d90666b7a44d11,15.0,PBKS,Punjab Kings,60,15.0,2022-100mb00000001000-d90666b7a44d11,10,7.0,234,143,48.0,163.63,33.56,2.97,4.2,68.37,2.46,95.0,49.0,11.0,1.0,22,12,,,8,2,117.0,0,0,0.0,44,29.25,9.0,2.0,2022,3185.0
MS Dhoni,57,14,0000-00-00,1.0,,60,2019-100mb00000000057-57100cf415ba11,13.0,CSK,Chennai Super Kings,60,13.0,2019-100mb00000000057-57100cf415ba11,13,15.0,232,188,82.0,123.4,43.61,2.29,6.06,62.06,2.18,106.0,62.0,13.0,0.0,21,10,,,7,6,38.66,1,0,0.0,50*,33.14,9.0,0.0,2022,1.0
Robin Uthappa,153,12,0000-00-00,1.0,,60,2019-100mb00000000153-4d5e676844aa11,13.0,CSK,Chennai Super Kings,60,13.0,2019-100mb00000000153-4d5e676844aa11,11,18.0,230,171,80.0,134.5,46.78,2.13,5.18,69.56,2.52,91.0,48.0,8.0,2.0,19,14,,,11,0,,2,0,0.0,88,20.91,5.0,0.0,2022,127.0
Shahbaz Ahmed,523,16,0000-00-00,0.0,,60,2020-100mb00000000523-53bc4c09638b11,19.0,RCB,Royal Challengers Bangalore,60,19.0,2020-100mb00000000523-53bc4c09638b11,11,27.0,219,181,68.0,120.99,37.56,2.66,7.86,50.22,1.93,113.0,72.0,17.0,1.0,14,9,,,8,3,73.0,0,0,0.0,45,27.38,8.0,0.0,2022,13803.0
Rahul Tewatia,120,16,0000-00-00,0.0,,60,2019-100mb00000000120-7489ddcc449711,35.0,GT,Gujarat Titans,60,35.0,2019-100mb00000000120-7489ddcc449711,12,14.0,217,147,49.0,147.61,33.33,3.0,4.74,65.43,2.21,98.0,59.0,8.0,0.0,22,9,,,7,5,43.4,0,0,0.0,43*,31.00,5.0,0.0,2022,1749.0
Kane Williamson,65,13,0000-00-00,1.0,,60,2019-100mb00000000065-4ae3f0e41e3711,20.0,SRH,Sunrisers Hyderabad,60,20.0,2019-100mb00000000065-4ae3f0e41e3711,13,11.0,216,231,111.0,93.5,48.05,2.08,9.62,51.85,1.8,120.0,88.0,8.0,0.0,16,8,,,11,2,108.0,1,0,0.0,57,19.64,10.0,0.0,2022,440.0
Bhanuka Rajapaksa,372,9,0000-00-00,0.0,,60,2020-100mb00000000372-ff5bc9bc2deb11,15.0,PBKS,Punjab Kings,60,15.0,2020-100mb00000000372-ff5bc9bc2deb11,9,12.0,206,129,45.0,159.68,34.88,2.86,4.44,68.93,2.45,84.0,46.0,9.0,0.0,16,13,,,9,0,,0,0,0.0,43,22.89,4.0,0.0,2022,20604.0
Mayank Agarwal,55,13,0000-00-00,1.0,,60,2018-100mb00000000055-ed853d8f050a11,15.0,PBKS,Punjab Kings,60,15.0,2018-100mb00000000055-ed853d8f050a11,12,24.0,196,160,71.0,122.5,44.37,2.25,5.51,65.3,2.2,89.0,52.0,8.0,0.0,23,6,,,12,0,,1,0,0.0,52,16.33,10.0,0.0,2022,158.0
