StrikerName,PlayerId,Matches,PlayerDOB,RightHandedBat,Nationality,TCompetitionID,TStrikerID,TTeamID,TeamCode,TeamName,CompetitionID,TeamID,StrikerID,Innings,Extras,TotalRuns,Balls,Dotballs,StrikeRate,DBPercent,DBFreq,BdryFreq,BdryPercent,RPSS,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,Most_4s,Most_6s,Outs,NotOuts,BattingAveragesss,FiftyPlusRuns,Centuries,DoubleCenturies,HighestScore,BattingAverage,Catches,Stumpings,Year,ClientPlayerID
Nicholas Pooran,136,15,0000-00-00,0.0,Overseas,107,2019-100mb00000000136-9313d156449c11,77.0,LSG,Lucknow Super Giants,107,77.0,2019-100mb00000000136-9313d156449c11,15,12.0,358,207,68.0,172.94,32.85,3.04,3.98,72.62,2.57,139.0,76.0,11.0,0.0,26,26,,,12,3,119.33,2,0,0.0,62,29.83,6.0,3.0,2023,1703.0
Simran Singh,137,14,0000-00-00,1.0,Indian,107,2019-100mb00000000137-d774e3d1449c11,15.0,PBKS,Punjab Kings,107,15.0,2019-100mb00000000137-d774e3d1449c11,14,15.0,358,238,104.0,150.42,43.69,2.28,4.17,74.3,2.67,134.0,63.0,13.0,1.0,38,19,,,14,0,,1,1,0.0,103,25.57,1.0,0.0,2023,5436.0
Hardik Pandya,54,16,0000-00-00,1.0,Indian,107,2018-100mb00000000054-e3ebefa2050a11,35.0,GT,Gujarat Titans,107,35.0,2018-100mb00000000054-e3ebefa2050a11,15,8.0,346,253,79.0,136.75,31.22,3.2,6.17,56.06,1.98,174.0,114.0,19.0,0.0,26,15,,,11,4,86.5,2,0,0.0,66,31.45,7.0,0.0,2023,2740.0
Tilak Varma,993,11,0000-00-00,0.0,Indian,107,2022-100mb00000000993-60c58f9ea44c11,17.0,MI,Mumbai Indians,107,17.0,2022-100mb00000000993-60c58f9ea44c11,11,21.0,343,209,72.0,164.11,34.44,2.9,4.26,70.55,2.5,137.0,75.0,13.0,0.0,26,23,,,8,3,114.33,1,0,0.0,84*,42.88,4.0,0.0,2023,20594.0
Rohit Sharma,6,16,0000-00-00,1.0,Indian,107,2018-100mb00000000006-2cf4bba8e99b11,17.0,MI,Mumbai Indians,107,17.0,2018-100mb00000000006-2cf4bba8e99b11,16,19.0,332,250,113.0,132.8,45.2,2.21,4.8,72.89,2.42,137.0,80.0,5.0,0.0,35,17,,,16,0,,2,0,0.0,65,20.75,1.0,0.0,2023,107.0
Ajinkya Rahane,44,14,0000-00-00,1.0,Indian,107,2018-100mb00000000044-e03a43dbf88a11,13.0,CSK,Chennai Super Kings,107,13.0,2018-100mb00000000044-e03a43dbf88a11,11,10.0,326,189,38.0,172.48,20.1,4.97,4.72,58.89,2.15,151.0,90.0,19.0,2.0,24,16,,,10,1,326.0,2,0,0.0,71*,32.60,8.0,0.0,2023,135.0
Jitesh Sharma,1000,14,0000-00-00,1.0,Indian,107,2022-100mb00000001000-d90666b7a44d11,15.0,PBKS,Punjab Kings,107,15.0,2022-100mb00000001000-d90666b7a44d11,14,17.0,309,198,75.0,156.06,37.87,2.64,4.6,69.25,2.51,123.0,65.0,15.0,0.0,22,21,,,13,1,309.0,0,0,0.0,49*,23.77,3.0,2.0,2023,3185.0
Vijay Shankar,61,14,0000-00-00,1.0,Indian,107,2019-100mb00000000061-6d68257c17f311,35.0,GT,Gujarat Titans,107,35.0,2019-100mb00000000061-6d68257c17f311,10,24.0,301,188,58.0,160.1,30.85,3.24,4.47,65.78,2.31,130.0,73.0,15.0,0.0,27,15,,,8,2,150.5,3,0,0.0,63*,37.63,2.0,0.0,2023,1083.0
Shimron Hetmyer,210,14,0000-00-00,0.0,Overseas,107,2019-100mb00000000210-b8addb3444bb11,18.0,RR,Rajasthan Royals,107,18.0,2019-100mb00000000210-b8addb3444bb11,13,12.0,300,197,66.0,152.28,33.5,2.98,5.62,62.0,2.29,131.0,78.0,18.0,0.0,12,23,,,8,5,60.0,1,0,0.0,56*,37.50,11.0,0.0,2023,1705.0
Jason Roy,313,8,0000-00-00,1.0,Indian,107,2019-100mb00000000313-081469067aef11,16.0,KKR,Kolkata Knight Riders,107,16.0,2019-100mb00000000313-081469067aef11,8,12.0,285,188,76.0,151.59,40.42,2.47,3.91,75.78,2.54,112.0,59.0,5.0,0.0,36,12,,,8,0,,2,0,0.0,61,35.63,2.0,0.0,2023,1906.0
Axar Patel,110,14,0000-00-00,0.0,Indian,107,2019-100mb00000000110-79ae08f5449411,14.0,DC,Delhi Capitals,107,14.0,2019-100mb00000000110-79ae08f5449411,13,18.0,283,203,70.0,139.4,34.48,2.9,5.63,61.48,2.12,133.0,85.0,12.0,0.0,21,15,,,10,3,94.33,1,0,0.0,54,28.30,7.0,0.0,2023,1113.0
Liam Livingstone,183,9,0000-00-00,1.0,Overseas,107,2019-100mb00000000183-f4a991db44b611,15.0,PBKS,Punjab Kings,107,15.0,2019-100mb00000000183-f4a991db44b611,9,20.0,279,171,56.0,163.15,32.74,3.05,4.38,69.53,2.42,115.0,67.0,9.0,0.0,20,19,,,8,1,279.0,2,0,0.0,94,34.88,3.0,0.0,2023,3644.0
Sam Curran,138,14,0000-00-00,0.0,Indian,107,2019-100mb00000000138-5bd8fcf6449d11,15.0,PBKS,Punjab Kings,107,15.0,2019-100mb00000000138-5bd8fcf6449d11,13,15.0,276,203,69.0,135.96,33.99,2.94,6.15,57.24,2.05,134.0,84.0,17.0,0.0,20,13,,,10,3,92.0,1,0,0.0,55,27.60,5.0,0.0,2023,2939.0
K L Rahul,19,9,0000-00-00,1.0,Indian,107,2018-100mb00000000019-80e59e32e99c11,77.0,LSG,Lucknow Super Giants,107,77.0,2018-100mb00000000019-80e59e32e99c11,9,13.0,274,242,92.0,113.22,38.01,2.63,7.56,49.63,1.82,150.0,98.0,20.0,0.0,28,4,,,8,1,274.0,2,0,0.0,74,34.25,4.0,0.0,2023,1125.0
Rahul Tripathi,188,13,0000-00-00,1.0,Indian,107,2019-100mb00000000188-896b509b44b711,20.0,SRH,Sunrisers Hyderabad,107,20.0,2019-100mb00000000188-896b509b44b711,13,10.0,273,213,87.0,128.16,40.84,2.44,5.46,64.46,2.16,126.0,78.0,8.0,1.0,29,10,,,12,1,273.0,1,0,0.0,74*,22.75,2.0,0.0,2023,3838.0
Mayank Agarwal,55,10,0000-00-00,1.0,Indian,107,2018-100mb00000000055-ed853d8f050a11,20.0,SRH,Sunrisers Hyderabad,107,20.0,2018-100mb00000000055-ed853d8f050a11,10,16.0,270,210,70.0,128.57,33.33,3.0,6.0,56.29,1.92,140.0,93.0,11.0,1.0,29,6,,,10,0,,1,0,0.0,83,27.00,6.0,0.0,2023,158.0
Devdutt Padikkal,200,11,0000-00-00,0.0,Indian,107,2019-100mb00000000200-1283ad3244ba11,18.0,RR,Rajasthan Royals,107,18.0,2019-100mb00000000200-1283ad3244ba11,11,10.0,261,200,73.0,130.5,36.5,2.73,5.4,61.3,2.05,127.0,81.0,7.0,2.0,31,6,,,10,1,261.0,2,0,0.0,52,26.10,4.0,0.0,2023,5430.0
David Miller,128,16,0000-00-00,0.0,Overseas,107,2019-100mb00000000128-e95bebea449911,35.0,GT,Gujarat Titans,107,35.0,2019-100mb00000000128-e95bebea449911,13,15.0,259,178,51.0,145.5,28.65,3.49,5.74,57.91,2.03,127.0,83.0,13.0,0.0,18,13,,,8,5,51.8,0,0,0.0,46,32.38,11.0,0.0,2023,187.0
Aiden Markram,287,13,0000-00-00,1.0,Overseas,107,2019-100mb00000000287-ca1a6bb17ae311,20.0,SRH,Sunrisers Hyderabad,107,20.0,2019-100mb00000000287-ca1a6bb17ae311,13,3.0,248,197,57.0,125.88,28.93,3.45,7.57,48.38,1.77,140.0,101.0,12.0,1.0,18,8,,,11,2,124.0,1,0,0.0,50,22.55,10.0,0.0,2023,1667.0
Nehal Wadera,1541,14,0000-00-00,0.0,Indian,107,2022-100mb00000001541-e0ad58e954e911,17.0,MI,Mumbai Indians,107,17.0,2022-100mb00000001541-e0ad58e954e911,10,15.0,241,166,62.0,145.18,37.34,2.67,4.74,68.04,2.31,104.0,61.0,8.0,0.0,23,12,,,9,1,241.0,2,0,0.0,64,26.78,4.0,0.0,2023,5859.0
Ayush Badoni,985,15,0000-00-00,1.0,Indian,107,2022-100mb00000000985-f5950061a44811,77.0,LSG,Lucknow Super Giants,107,77.0,2022-100mb00000000985-f5950061a44811,12,24.0,238,172,56.0,138.37,32.55,3.07,6.88,52.1,2.05,116.0,71.0,17.0,3.0,13,12,,,10,2,119.0,1,0,0.0,59*,23.80,2.0,0.0,2023,20586.0
Tim David,636,16,0000-00-00,1.0,Overseas,107,2021-100mb00000000636-9e985b64160411,17.0,MI,Mumbai Indians,107,17.0,2021-100mb00000000636-9e985b64160411,15,14.0,231,146,39.0,158.21,26.71,3.74,5.4,59.74,2.15,107.0,67.0,13.0,0.0,12,15,,,9,6,38.5,0,0,0.0,45*,25.67,10.0,0.0,2023,4524.0
Andre Russell,141,14,0000-00-00,1.0,Overseas,107,2019-100mb00000000141-e67c41d144a711,16.0,KKR,Kolkata Knight Riders,107,16.0,2019-100mb00000000141-e67c41d144a711,14,7.0,227,156,67.0,145.51,42.94,2.32,5.03,70.48,2.55,89.0,49.0,9.0,0.0,13,18,,,11,3,75.66,0,0,0.0,42,20.64,6.0,0.0,2023,177.0
Rahmanullah Gurbaz,641,11,0000-00-00,1.0,Overseas,107,2021-100mb00000000641-324bd4322fe511,16.0,KKR,Kolkata Knight Riders,107,16.0,2021-100mb00000000641-324bd4322fe511,11,25.0,227,170,81.0,133.52,47.64,2.09,5.31,69.6,2.55,89.0,46.0,10.0,1.0,17,15,,,11,0,,2,0,0.0,81,20.64,10.0,0.0,2023,20625.0
Abhishek Sharma,212,11,0000-00-00,0.0,Indian,107,2019-100mb00000000212-9df3a24d44bc11,20.0,SRH,Sunrisers Hyderabad,107,20.0,2019-100mb00000000212-9df3a24d44bc11,11,12.0,226,157,55.0,143.94,35.03,2.85,4.61,65.48,2.21,102.0,58.0,10.0,0.0,28,6,,,11,0,,2,0,0.0,67,20.55,4.0,0.0,2023,3760.0
Phil Salt,1220,9,0000-00-00,1.0,Overseas,107,2022-100mb00000001220-372333e3f9f711,14.0,DC,Delhi Capitals,107,14.0,2022-100mb00000001220-372333e3f9f711,9,7.0,218,133,44.0,163.9,33.08,3.02,3.91,71.55,2.44,89.0,48.0,7.0,0.0,24,10,,,8,1,218.0,2,0,0.0,87,27.25,5.0,0.0,2023,5606.0
Rilee Rossouw,1426,9,0000-00-00,0.0,Overseas,107,2022-100mb00000001426-5cf9b7f5336311,14.0,DC,Delhi Capitals,107,14.0,2022-100mb00000001426-5cf9b7f5336311,9,8.0,209,141,51.0,148.22,36.17,2.76,5.03,64.11,2.32,90.0,49.0,13.0,0.0,17,11,,,7,2,104.5,1,0,0.0,82*,29.86,3.0,0.0,2023,239.0
Ravindra Jadeja,46,16,0000-00-00,0.0,Indian,107,2018-100mb00000000046-06b5ba89f88b11,13.0,CSK,Chennai Super Kings,107,13.0,2018-100mb00000000046-06b5ba89f88b11,12,11.0,190,133,34.0,142.85,25.56,3.91,6.65,51.57,1.91,99.0,66.0,13.0,0.0,11,9,,,8,4,47.5,0,0,0.0,25*,23.75,7.0,0.0,2023,9.0
Harry Brook,1218,11,0000-00-00,1.0,Overseas,107,2022-100mb00000001218-ca0eb4b3f6b111,20.0,SRH,Sunrisers Hyderabad,107,20.0,2022-100mb00000001218-ca0eb4b3f6b111,11,12.0,190,154,65.0,123.37,42.2,2.36,5.7,61.05,2.13,89.0,50.0,12.0,0.0,23,4,,,9,2,95.0,0,1,0.0,100*,21.11,3.0,0.0,2023,5600.0
Krunal Pandya,17,15,0000-00-00,0.0,Indian,107,2018-100mb00000000017-5e389774e99c11,77.0,LSG,Lucknow Super Giants,107,77.0,2018-100mb00000000017-5e389774e99c11,14,19.0,188,165,72.0,113.93,43.63,2.29,7.85,51.06,2.02,93.0,53.0,18.0,1.0,15,6,,,10,4,47.0,0,0,0.0,49*,18.80,8.0,0.0,2023,3183.0
Atharva Taide,1001,7,0000-00-00,0.0,Indian,107,2022-100mb00000001001-14df7b35a44e11,15.0,PBKS,Punjab Kings,107,15.0,2022-100mb00000001001-14df7b35a44e11,7,10.0,186,129,46.0,144.18,35.65,2.8,4.96,62.36,2.24,83.0,45.0,11.0,1.0,20,6,,,7,0,,2,0,0.0,66,26.57,5.0,0.0,2023,20603.0
Abdul Samad,525,9,0000-00-00,1.0,Indian,107,2020-100mb00000000525-4d2e1ac6639511,20.0,SRH,Sunrisers Hyderabad,107,20.0,2020-100mb00000000525-4d2e1ac6639511,8,11.0,169,128,52.0,132.03,40.62,2.46,6.09,62.72,2.22,76.0,47.0,8.0,0.0,10,11,,,4,4,42.25,0,0,0.0,37*,42.25,4.0,0.0,2023,19352.0
Manish Pandey,16,10,0000-00-00,1.0,Indian,107,2018-100mb00000000016-483406cee99c11,14.0,DC,Delhi Capitals,107,14.0,2018-100mb00000000016-483406cee99c11,9,10.0,160,146,55.0,109.58,37.67,2.65,8.11,48.75,1.75,91.0,65.0,7.0,1.0,15,3,,,9,0,,1,0,0.0,50,17.78,3.0,0.0,2023,123.0
Ambati Rayudu,60,16,0000-00-00,1.0,Indian,107,2019-100mb00000000060-7861780c161111,13.0,CSK,Chennai Super Kings,107,13.0,2019-100mb00000000060-7861780c161111,12,2.0,158,113,36.0,139.82,31.85,3.13,5.94,59.49,2.05,77.0,52.0,6.0,0.0,10,9,,,10,2,79.0,0,0,0.0,27*,15.80,2.0,0.0,2023,100.0
Shahrukh Khan,590,14,0000-00-00,1.0,Indian,107,2021-100mb00000000590-85eaa6f291e011,15.0,PBKS,Punjab Kings,107,15.0,2021-100mb00000000590-85eaa6f291e011,13,9.0,156,94,30.0,165.95,31.91,3.13,4.27,67.94,2.43,64.0,34.0,8.0,0.0,13,9,,,7,6,26.0,0,0,0.0,41*,22.29,7.0,0.0,2023,7779.0
Dhruv Jurel,1004,13,0000-00-00,1.0,Indian,107,2022-100mb00000001004-da6e207ea44e11,18.0,RR,Rajasthan Royals,107,18.0,2022-100mb00000001004-da6e207ea44e11,11,7.0,152,88,21.0,172.72,23.86,4.19,4.4,64.47,2.26,67.0,40.0,7.0,0.0,11,9,,,7,4,38.0,0,0,0.0,34*,21.71,1.0,0.0,2023,20620.0
Quinton De Kock,170,4,0000-00-00,0.0,Overseas,107,2019-100mb00000000170-9429250944ae11,77.0,LSG,Lucknow Super Giants,107,77.0,2019-100mb00000000170-9429250944ae11,4,4.0,143,102,34.0,140.19,33.33,3.0,5.66,61.53,2.1,68.0,45.0,5.0,0.0,10,8,,,4,0,,1,0,0.0,70,35.75,2.0,1.0,2023,834.0
Dinesh Karthik,13,13,0000-00-00,1.0,Indian,107,2018-100mb00000000013-1031ba8ae99c11,19.0,RCB,Royal Challengers Bangalore,107,19.0,2018-100mb00000000013-1031ba8ae99c11,13,3.0,140,104,35.0,134.61,33.65,2.97,5.77,58.57,2.02,69.0,44.0,7.0,0.0,13,5,,,12,1,140.0,0,0,0.0,30,11.67,8.0,2.0,2023,102.0
Sikandar Raza,820,7,0000-00-00,1.0,Overseas,107,2022-100mb00000000820-ef56fe6f762211,15.0,PBKS,Punjab Kings,107,15.0,2022-100mb00000000820-ef56fe6f762211,7,7.0,139,98,36.0,141.83,36.73,2.72,6.12,54.67,2.24,62.0,31.0,13.0,2.0,10,6,,,5,2,69.5,1,0,0.0,57,27.80,5.0,0.0,2023,5603.0
Mahipal Lomror,184,12,0000-00-00,0.0,Indian,107,2019-100mb00000000184-117a285844b711,19.0,RCB,Royal Challengers Bangalore,107,19.0,2019-100mb00000000184-117a285844b711,10,17.0,135,97,33.0,139.17,34.02,2.93,5.7,62.22,2.1,64.0,43.0,4.0,0.0,9,8,,,8,2,67.5,1,0,0.0,54*,16.88,4.0,0.0,2023,2970.0
Rashid Khan,218,17,0000-00-00,1.0,Overseas,107,2019-100mb00000000218-42d9d6f544bf11,35.0,GT,Gujarat Titans,107,35.0,2019-100mb00000000218-42d9d6f544bf11,9,8.0,130,60,24.0,216.66,40.0,2.5,2.85,84.61,3.61,36.0,10.0,5.0,0.0,8,13,,,4,5,26.0,1,0,0.0,79*,32.50,9.0,0.0,2023,2885.0
Mitchell Marsh,40,9,0000-00-00,1.0,Overseas,107,2018-100mb00000000040-7f15f6c7f88a11,14.0,DC,Delhi Capitals,107,14.0,2018-100mb00000000040-7f15f6c7f88a11,9,3.0,128,97,43.0,131.95,44.32,2.25,5.38,67.18,2.37,54.0,31.0,4.0,1.0,11,7,,,9,0,,1,0,0.0,63,14.22,3.0,0.0,2023,221.0
Moeen Ali,206,15,0000-00-00,0.0,Overseas,107,2019-100mb00000000206-501d92f644bb11,13.0,CSK,Chennai Super Kings,107,13.0,2019-100mb00000000206-501d92f644bb11,10,7.0,124,91,37.0,136.26,40.65,2.45,5.05,67.74,2.29,54.0,32.0,4.0,0.0,12,6,,,7,3,41.33,0,0,0.0,23,17.71,3.0,0.0,2023,1735.0
Matthew Short,2032,6,0000-00-00,1.0,Overseas,107,2023-100mb00000002032-bbe5c374cc9311,15.0,PBKS,Punjab Kings,107,15.0,2023-100mb00000002032-bbe5c374cc9311,6,9.0,117,92,45.0,127.17,48.91,2.04,4.84,71.79,2.48,47.0,23.0,5.0,0.0,15,4,,,6,0,,0,0,0.0,36,19.50,5.0,0.0,2023,2032.0
Abhinav Manohar,974,9,0000-00-00,1.0,Indian,107,2022-100mb00000000974-314d9cf0a44611,35.0,GT,Gujarat Titans,107,35.0,2022-100mb00000000974-314d9cf0a44611,6,4.0,114,83,25.0,137.34,30.12,3.32,6.38,57.89,1.96,58.0,42.0,3.0,0.0,6,7,,,6,0,,0,0,0.0,42,19.00,4.0,0.0,2023,20589.0
Shardul Thakur,105,11,0000-00-00,1.0,Indian,107,2019-100mb00000000105-4c526de743fe11,16.0,KKR,Kolkata Knight Riders,107,16.0,2019-100mb00000000105-4c526de743fe11,10,3.0,113,70,21.0,161.42,30.0,3.33,4.11,67.25,2.3,49.0,27.0,5.0,0.0,13,4,,,8,2,56.5,1,0,0.0,68,14.13,4.0,0.0,2023,1745.0
Aman Khan,979,11,0000-00-00,1.0,Indian,107,2022-100mb00000000979-7a91699fa44711,14.0,DC,Delhi Capitals,107,14.0,2022-100mb00000000979-7a91699fa44711,9,11.0,110,101,49.0,108.91,48.51,2.06,7.76,58.18,2.11,52.0,32.0,7.0,0.0,7,6,,,8,1,110.0,1,0,0.0,51,13.75,9.0,0.0,2023,20581.0
Prithvi Shaw,51,8,0000-00-00,1.0,Indian,107,2018-100mb00000000051-5a1d4ca2f88b11,14.0,DC,Delhi Capitals,107,14.0,2018-100mb00000000051-5a1d4ca2f88b11,8,8.0,106,85,36.0,124.7,42.35,2.36,5.0,66.03,2.16,49.0,28.0,4.0,0.0,16,1,,,8,0,,1,0,0.0,54,13.25,1.0,0.0,2023,3764.0
Anmolpreet Singh,159,4,0000-00-00,1.0,Indian,107,2019-100mb00000000159-555d54fd44ac11,20.0,SRH,Sunrisers Hyderabad,107,20.0,2019-100mb00000000159-555d54fd44ac11,4,1.0,105,82,35.0,128.04,42.68,2.34,4.82,68.57,2.23,47.0,27.0,3.0,0.0,15,2,,,4,0,,0,0,0.0,36,26.25,1.0,0.0,2023,2965.0
MS Dhoni,57,16,0000-00-00,1.0,Indian,107,2019-100mb00000000057-57100cf415ba11,13.0,CSK,Chennai Super Kings,107,13.0,2019-100mb00000000057-57100cf415ba11,12,9.0,104,57,16.0,182.45,28.07,3.56,4.38,69.23,2.53,41.0,24.0,4.0,0.0,3,10,,,4,8,13.0,0,0,0.0,32*,26.00,7.0,3.0,2023,1.0
Prerak Mankad,998,5,0000-00-00,1.0,Indian,107,2022-100mb00000000998-77ac17e3a44d11,77.0,LSG,Lucknow Super Giants,107,77.0,2022-100mb00000000998-77ac17e3a44d11,5,7.0,93,72,30.0,129.16,41.66,2.4,5.14,64.51,2.21,42.0,23.0,5.0,0.0,12,2,,,3,2,46.5,1,0,0.0,64*,31.00,5.0,0.0,2023,20602.0
Anuj Rawat,534,9,0000-00-00,0.0,Indian,107,2020-100mb00000000534-1ea324c4639911,19.0,RCB,Royal Challengers Bangalore,107,19.0,2020-100mb00000000534-1ea324c4639911,7,4.0,91,71,25.0,128.16,35.21,2.84,7.1,52.74,1.97,46.0,29.0,7.0,0.0,6,4,,,3,4,22.75,0,0,0.0,29*,30.33,3.0,0.0,2023,10788.0
Jagadeesan Narayan,97,6,0000-00-00,1.0,Indian,107,2019-100mb00000000097-0f822c6643f611,16.0,KKR,Kolkata Knight Riders,107,16.0,2019-100mb00000000097-0f822c6643f611,6,8.0,89,81,43.0,109.87,53.08,1.88,5.4,69.66,2.34,38.0,19.0,4.0,0.0,14,1,,,6,0,,0,0,0.0,36,14.83,1.0,0.0,2023,4942.0
Rahul Tewatia,120,17,0000-00-00,0.0,Indian,107,2019-100mb00000000120-7489ddcc449711,35.0,GT,Gujarat Titans,107,35.0,2019-100mb00000000120-7489ddcc449711,10,8.0,87,57,17.0,152.63,29.82,3.35,5.7,62.06,2.17,40.0,27.0,3.0,0.0,3,7,,,4,6,14.5,0,0,0.0,20*,21.75,8.0,0.0,2023,1749.0
Deepak Hooda,215,12,0000-00-00,1.0,Indian,107,2019-100mb00000000215-f86e728844bc11,77.0,LSG,Lucknow Super Giants,107,77.0,2019-100mb00000000215-f86e728844bc11,12,8.0,84,90,34.0,93.33,37.77,2.64,18.0,28.57,1.5,56.0,43.0,7.0,1.0,3,2,,,11,1,84.0,0,0,0.0,17,7.64,10.0,0.0,2023,1556.0
Riyan Parag,189,7,0000-00-00,1.0,Indian,107,2019-100mb00000000189-ac8c327a44b711,18.0,RR,Rajasthan Royals,107,18.0,2019-100mb00000000189-ac8c327a44b711,7,5.0,78,66,28.0,118.18,42.42,2.35,7.33,58.97,2.05,38.0,26.0,3.0,0.0,4,5,,,6,1,78.0,0,0,0.0,20,13.00,1.0,0.0,2023,4445.0
Harpreet Bhatia,1934,3,0000-00-00,0.0,Indian,107,2023-100mb00000001934-cfa99deac40011,15.0,PBKS,Punjab Kings,107,15.0,2023-100mb00000001934-cfa99deac40011,3,4.0,76,59,25.0,128.81,42.37,2.36,5.36,65.78,2.23,34.0,20.0,3.0,0.0,8,3,,,3,0,,0,0,0.0,41,25.33,1.0,0.0,2023,5879.0
Bhanuka Rajapaksa,372,4,0000-00-00,0.0,Overseas,107,2020-100mb00000000372-ff5bc9bc2deb11,15.0,PBKS,Punjab Kings,107,15.0,2020-100mb00000000372-ff5bc9bc2deb11,4,5.0,71,62,25.0,114.51,40.32,2.48,7.75,50.7,1.91,37.0,23.0,6.0,0.0,6,2,,,3,1,71.0,1,0,0.0,50,23.67,0.0,0.0,2023,20604.0
Vivrant Sharma,1942,3,0000-00-00,0.0,Indian,107,2023-100mb00000001942-a0e8f143c40511,20.0,SRH,Sunrisers Hyderabad,107,20.0,2023-100mb00000001942-a0e8f143c40511,1,4.0,69,47,16.0,146.8,34.04,2.93,4.27,69.56,2.22,31.0,19.0,1.0,0.0,9,2,,,1,0,,1,0,0.0,69,69.00,0.0,0.0,2023,5614.0
Ravichandran Ashwin,45,13,0000-00-00,1.0,Indian,107,2018-100mb00000000045-f658f1b6f88a11,18.0,RR,Rajasthan Royals,107,18.0,2018-100mb00000000045-f658f1b6f88a11,10,8.0,67,51,19.0,131.37,37.25,2.68,6.37,56.71,2.09,32.0,19.0,5.0,0.0,5,3,,,6,4,16.75,0,0,0.0,30,11.17,1.0,0.0,2023,8.0
Lalit Yadav,538,6,0000-00-00,1.0,Indian,107,2020-100mb00000000538-c16259a1639a11,14.0,DC,Delhi Capitals,107,14.0,2020-100mb00000000538-c16259a1639a11,6,5.0,66,59,22.0,111.86,37.28,2.68,7.37,48.48,1.78,37.0,24.0,5.0,0.0,8,0,,,5,1,66.0,0,0,0.0,38,13.20,4.0,0.0,2023,6870.0
Krishnappa Gowtham,179,7,0000-00-00,1.0,Indian,107,2019-100mb00000000179-ee3b0d4844b511,77.0,LSG,Lucknow Super Giants,107,77.0,2019-100mb00000000179-ee3b0d4844b511,7,9.0,61,37,11.0,164.86,29.72,3.36,5.28,62.29,2.34,26.0,15.0,4.0,0.0,2,5,,,4,3,20.33,0,0,0.0,23,15.25,6.0,0.0,2023,3834.0
Washington Sundar,20,7,0000-00-00,0.0,Indian,107,2018-100mb00000000020-9223b16ce99c11,20.0,SRH,Sunrisers Hyderabad,107,20.0,2018-100mb00000000020-9223b16ce99c11,5,6.0,60,60,20.0,100.0,33.33,3.0,10.0,40.0,1.5,40.0,32.0,2.0,0.0,6,0,,,4,1,60.0,0,0,0.0,24*,15.00,2.0,0.0,2023,2973.0
Michael Bracewell,1465,5,0000-00-00,0.0,Overseas,107,2022-100mb00000001465-c3bbc3db4bb011,19.0,RCB,Royal Challengers Bangalore,107,19.0,2022-100mb00000001465-c3bbc3db4bb011,4,5.0,58,47,15.0,123.4,31.91,3.13,6.71,51.72,1.81,32.0,22.0,3.0,0.0,6,1,,,2,2,29.0,0,0,0.0,26,29.00,1.0,0.0,2023,1465.0
Sarfaraz Khan,139,4,0000-00-00,1.0,Indian,107,2019-100mb00000000139-7cf20fc2449d11,14.0,DC,Delhi Capitals,107,14.0,2019-100mb00000000139-7cf20fc2449d11,4,5.0,53,62,29.0,85.48,46.77,2.13,12.4,41.5,1.6,33.0,25.0,3.0,0.0,4,1,,,4,0,,0,0,0.0,30,13.25,2.0,0.0,2023,1564.0
Harpreet Brar,130,13,0000-00-00,0.0,Indian,107,2019-100mb00000000130-89338eb7449a11,15.0,PBKS,Punjab Kings,107,15.0,2019-100mb00000000130-89338eb7449a11,8,1.0,52,41,14.0,126.82,34.14,2.92,5.85,61.53,1.92,27.0,20.0,0.0,0.0,5,2,,,6,2,26.0,0,0,0.0,17*,8.67,2.0,0.0,2023,5441.0
Ripal Patel,580,5,0000-00-00,1.0,Indian,107,2021-100mb00000000580-b8f81c4491dc11,14.0,DC,Delhi Capitals,107,14.0,2021-100mb00000000580-b8f81c4491dc11,4,2.0,49,43,10.0,113.95,23.25,4.3,10.75,36.73,1.48,33.0,27.0,2.0,0.0,3,1,,,3,1,49.0,0,0,0.0,23,16.33,1.0,0.0,2023,17191.0
Shahbaz Ahmed,523,10,0000-00-00,0.0,Indian,107,2020-100mb00000000523-53bc4c09638b11,19.0,RCB,Royal Challengers Bangalore,107,19.0,2020-100mb00000000523-53bc4c09638b11,6,9.0,42,39,14.0,107.69,35.89,2.78,9.75,42.85,1.68,25.0,18.0,3.0,0.0,3,1,,,4,2,21.0,0,0,0.0,20*,10.50,5.0,0.0,2023,13803.0
Bhuvneshwar Kumar,15,14,0000-00-00,1.0,Indian,107,2018-100mb00000000015-3501d442e99c11,20.0,SRH,Sunrisers Hyderabad,107,20.0,2018-100mb00000000015-3501d442e99c11,6,7.0,42,47,21.0,89.36,44.68,2.23,11.75,38.09,1.61,26.0,18.0,4.0,0.0,4,0,,,3,3,14.0,0,0,0.0,27,14.00,2.0,0.0,2023,116.0
Glenn Phillips,635,5,0000-00-00,1.0,Overseas,107,2021-100mb00000000635-1bc73589160111,20.0,SRH,Sunrisers Hyderabad,107,20.0,2021-100mb00000000635-1bc73589160111,5,0.0,39,22,10.0,177.27,45.45,2.2,3.66,82.05,3.25,12.0,5.0,1.0,0.0,2,4,,,5,0,,0,0,0.0,25,7.80,2.0,0.0,2023,3027.0
